POW_SA2_CODE_2021,Tot_16_Other_FT,Tot_16_Other_PT,Tot_16_Other_NS,Tot_16_Other_Tot,Tot_16_Not_Stated,Tot_16_Tot,Tot_17_TertVE_TPTP_FT,Tot_17_TertVE_TPTP_PT,Tot_17_TertVE_TPTP_NS,Tot_17_TertVE_TPTP_Tot,Tot_17_TertUni_or_OHE_FT,Tot_17_TertUni_or_OHE_PT,Tot_17_TertUni_or_OHE_NS,Tot_17_TertUni_or_OHE_Tot,Tot_17_Other_FT,Tot_17_Other_PT,Tot_17_Other_NS,Tot_17_Other_Tot,Tot_17_Not_Stated,Tot_17_Tot,Tot_18_TertVE_TPTP_FT,Tot_18_TertVE_TPTP_PT,Tot_18_TertVE_TPTP_NS,Tot_18_TertVE_TPTP_Tot,Tot_18_TertUni_or_OHE_FT,Tot_18_TertUni_or_OHE_PT,Tot_18_TertUni_or_OHE_NS,Tot_18_TertUni_or_OHE_Tot,Tot_18_Other_FT,Tot_18_Other_PT,Tot_18_Other_NS,Tot_18_Other_Tot,Tot_18_Not_Stated,Tot_18_Tot,Tot_19_TertVE_TPTP_FT,Tot_19_TertVE_TPTP_PT,Tot_19_TertVE_TPTP_NS,Tot_19_TertVE_TPTP_Tot,Tot_19_TertUni_or_OHE_FT,Tot_19_TertUni_or_OHE_PT,Tot_19_TertUni_or_OHE_NS,Tot_19_TertUni_or_OHE_Tot,Tot_19_Other_FT,Tot_19_Other_PT,Tot_19_Other_NS,Tot_19_Other_Tot,Tot_19_Not_Stated,Tot_19_Tot,Tot_20_24_TertVE_TPTP_FT,Tot_20_24_TertVE_TPTP_PT,Tot_20_24_TertVE_TPTP_NS,Tot_20_24_TertVE_TPTP_Tot,Tot_20_24_TertUni_or_OHE_FT,Tot_20_24_TertUni_or_OHE_PT,Tot_20_24_TertUni_or_OHE_NS,Tot_20_24_TertUni_or_OHE_Tot,Tot_20_24_Other_FT,Tot_20_24_Other_PT,Tot_20_24_Other_NS,Tot_20_24_Other_Tot,Tot_20_24_Not_Stated,Tot_20_24_Tot,Tot_25_29_TertVE_TPTP_FT,Tot_25_29_TertVE_TPTP_PT,Tot_25_29_TertVE_TPTP_NS,Tot_25_29_TertVE_TPTP_Tot,Tot_25_29_TertUni_or_OHE_FT,Tot_25_29_TertUni_or_OHE_PT,Tot_25_29_TertUni_or_OHE_NS,Tot_25_29_TertUni_or_OHE_Tot,Tot_25_29_Other_FT,Tot_25_29_Other_PT,Tot_25_29_Other_NS,Tot_25_29_Other_Tot,Tot_25_29_Not_Stated,Tot_25_29_Tot,Tot_30ov_TertVE_TPTP_FT,Tot_30ov_TertVE_TPTP_PT,Tot_30ov_TertVE_TPTP_NS,Tot_30ov_TertVE_TPTP_Tot,Tot_30ov_TertUni_or_OHE_FT,Tot_30ov_TertUni_or_OHE_PT,Tot_30ov_TertUni_or_OHE_NS,Tot_30ov_TertUni_or_OHE_Tot,Tot_30ov_Other_FT,Tot_30ov_Other_PT,Tot_30ov_Other_NS,Tot_30ov_Other_Tot,Tot_30ov_Not_Stated,Tot_30ov_Tot,Tot_Tot_TertVE_TPTP_FT,Tot_Tot_TertVE_TPTP_PT,Tot_Tot_TertVE_TPTP_NS,Tot_Tot_TertVE_TPTP_Tot,Tot_Tot_TertUni_or_OHE_FT,Tot_Tot_TertUni_or_OHE_PT,Tot_Tot_TertUni_or_OHE_NS,Tot_Tot_TertUni_or_OHE_Tot,Tot_Tot_Other_FT,Tot_Tot_Other_PT,Tot_Tot_Other_NS,Tot_Tot_Other_Tot,Tot_Tot_Not_Stated,Tot_Tot_Tot
202021027,62,0,0,61,0,62,0,0,0,3,0,0,0,0,56,0,0,56,0,61,3,3,0,8,8,0,0,10,37,0,0,36,0,51,0,14,0,18,13,0,0,13,0,0,0,0,0,34,18,29,0,44,41,14,0,58,4,6,0,7,0,118,8,14,0,25,23,5,0,30,0,0,0,5,0,57,19,88,0,105,34,81,0,115,6,28,4,37,32,284,49,152,0,202,117,103,0,218,198,34,0,241,35,696
202021028,12,0,0,12,0,12,0,0,0,3,0,0,0,0,16,0,0,16,0,13,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,4,0,6,13,0,0,12,0,0,0,0,0,21,0,5,0,4,3,5,0,11,0,0,0,0,0,15,4,18,0,26,8,27,0,33,0,13,0,14,8,74,5,30,0,40,27,36,0,61,45,13,0,58,9,161
202021029,8,0,0,8,0,8,0,0,0,4,0,0,0,0,5,0,0,5,0,12,0,5,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,5,0,0,0,0,0,4,5,9,0,11,5,0,0,8,0,0,0,3,0,23,6,10,0,8,3,0,0,7,0,0,0,0,0,22,4,16,0,15,3,19,0,23,5,4,0,4,4,51,9,38,0,52,20,18,0,42,24,3,0,26,4,124
202021030,65,0,0,65,0,65,0,0,0,0,0,0,0,0,39,0,0,39,0,42,0,5,0,4,13,0,0,21,37,0,0,37,0,58,3,10,0,15,27,3,0,34,0,0,0,0,0,44,13,31,0,44,75,20,0,96,0,6,0,6,8,149,0,19,0,23,9,14,0,29,0,8,0,10,4,59,15,49,0,69,29,84,0,109,5,16,0,20,17,211,34,117,0,147,157,120,0,281,170,28,0,199,23,656
202021031,45,0,0,45,0,42,5,0,0,5,0,0,0,0,50,0,0,50,0,48,0,5,0,5,11,0,0,13,15,0,0,15,0,35,4,6,0,13,18,0,0,17,0,4,0,4,0,33,7,20,0,23,49,10,0,53,0,0,0,0,0,83,4,0,0,11,6,3,0,10,0,0,0,3,0,25,0,26,0,30,6,35,0,41,0,15,0,15,6,89,20,61,0,85,90,48,0,141,125,17,0,146,6,371
202031032,6,0,0,6,0,6,0,0,0,0,0,0,0,0,9,0,0,9,0,15,0,0,0,0,0,0,0,0,6,0,0,6,0,8,0,4,0,4,0,0,0,0,0,0,0,0,0,6,0,4,0,10,9,0,0,9,0,3,0,3,0,22,5,0,0,6,0,3,0,3,0,0,0,0,0,6,4,17,0,20,4,12,0,15,0,3,0,3,6,42,10,29,0,41,11,18,0,27,21,5,0,29,11,110
202031033,26,0,0,26,3,26,0,0,0,0,0,0,0,0,21,0,0,21,0,24,4,0,0,3,0,0,0,0,4,0,0,4,0,11,0,0,0,4,4,0,0,4,0,0,0,0,0,9,3,3,0,10,19,6,0,23,0,0,0,0,0,32,8,7,0,9,3,4,0,7,0,4,0,4,0,26,6,31,0,39,11,16,0,24,5,5,0,8,21,93,19,47,0,59,39,32,0,68,66,10,0,81,25,235
203011034,28,0,0,28,0,29,0,6,0,4,0,0,0,0,21,0,0,21,0,31,5,0,0,6,6,0,0,6,7,0,0,7,0,20,4,0,0,4,8,0,0,8,0,0,0,0,0,9,12,16,0,19,39,9,0,44,0,0,0,4,0,69,0,10,0,10,7,8,0,12,0,0,0,3,0,27,0,27,0,28,8,26,0,29,3,11,0,11,0,70,19,57,0,73,68,36,0,103,75,12,0,86,0,272
203011035,7,0,0,7,0,13,0,5,0,5,0,0,0,0,16,0,0,16,0,16,3,4,0,8,0,0,0,0,9,0,0,9,0,17,0,6,0,7,8,0,0,8,0,0,0,0,0,16,3,9,0,12,18,5,0,24,0,3,0,3,0,38,5,7,0,10,0,3,0,6,0,0,0,0,0,13,0,10,0,17,3,14,0,16,0,3,0,8,7,44,7,44,0,51,35,23,0,57,42,10,0,51,9,167
203011036,11,0,0,11,0,13,0,3,0,3,0,0,0,0,24,0,0,24,0,31,0,0,0,0,5,0,0,5,6,0,0,7,0,15,3,8,0,11,7,0,0,3,0,0,0,0,0,15,3,16,0,19,32,7,0,34,0,0,0,0,0,56,0,8,0,11,5,4,0,8,0,3,0,5,3,18,0,22,0,20,7,9,0,21,0,11,0,15,5,65,12,54,0,65,47,21,0,67,56,15,0,70,9,218
203021037,108,0,0,108,0,113,0,3,0,4,0,0,0,0,117,0,0,117,0,123,0,8,0,11,24,0,0,26,51,0,0,51,0,90,4,13,0,20,61,0,0,62,4,0,0,4,0,82,12,52,0,70,180,26,0,203,4,3,0,4,4,284,14,23,0,38,42,33,0,82,0,8,0,7,3,124,16,65,0,77,29,75,0,105,6,30,0,37,4,229,58,159,0,223,338,140,0,479,351,37,0,386,19,1097
203021039,161,0,0,161,0,162,7,13,0,25,0,0,0,0,182,0,0,182,0,209,19,30,0,48,88,7,0,94,108,3,0,113,0,256,22,49,0,67,174,14,0,183,6,0,0,10,0,259,100,208,0,308,832,196,0,1029,17,18,0,42,15,1394,59,118,0,179,254,266,0,529,28,36,0,69,4,784,94,425,3,518,225,733,3,962,25,175,0,209,63,1747,300,844,3,1147,1570,1220,3,2801,616,241,0,860,83,4893
203021040,103,0,0,103,0,104,0,0,0,0,0,0,0,0,90,0,0,90,3,89,0,4,0,6,21,0,0,30,44,0,0,44,0,84,3,15,0,16,45,0,0,47,0,0,0,0,0,69,36,45,0,78,204,21,0,226,6,3,0,14,0,319,15,42,0,58,55,26,0,83,5,4,0,8,0,154,25,87,0,112,39,90,0,129,8,25,0,32,11,283,78,195,0,272,370,144,0,521,294,36,0,329,13,1137
203021042,50,0,0,50,0,53,0,0,0,5,0,0,0,0,41,0,0,41,0,46,0,4,0,5,18,4,0,16,32,0,0,32,0,59,0,13,0,10,36,0,0,40,0,0,0,0,0,49,13,31,0,44,192,36,0,231,0,7,0,3,0,281,5,11,0,15,79,47,0,126,14,10,0,21,0,166,17,71,0,94,74,184,0,254,12,28,0,34,13,398,45,134,0,178,391,275,0,668,189,42,0,229,15,1090
203021043,80,0,0,80,0,81,3,4,0,9,0,0,0,0,74,0,0,74,0,77,4,18,0,23,18,0,0,19,42,0,0,42,0,82,3,3,0,5,42,3,0,47,0,0,0,6,0,60,26,65,0,95,135,41,0,177,8,12,0,22,5,297,16,33,0,49,29,33,0,61,7,14,0,13,5,128,19,79,0,99,22,73,0,96,8,25,0,36,12,245,81,211,0,284,243,152,0,396,263,55,0,317,24,1023
203021044,53,0,0,53,0,57,0,4,0,4,0,0,0,0,67,0,0,67,0,70,0,4,0,5,15,3,0,15,33,0,0,34,0,54,3,6,0,10,24,0,0,29,0,0,0,4,0,40,12,23,0,26,83,9,0,90,0,3,0,3,4,129,8,8,0,21,12,9,0,21,0,0,0,4,0,44,4,22,0,30,10,11,0,23,0,8,0,9,4,69,28,65,0,96,153,31,0,184,192,16,0,211,10,496
203021045,57,0,0,57,0,68,0,10,0,6,0,0,0,0,58,0,0,58,0,67,4,10,0,14,14,0,0,14,29,0,0,29,0,63,0,18,0,18,20,0,0,20,0,0,0,0,0,41,25,45,0,71,60,23,0,85,6,9,0,13,0,164,11,26,0,41,32,18,0,50,4,13,0,13,0,111,22,68,0,88,28,42,0,69,3,23,0,29,15,200,68,176,0,243,147,81,0,234,200,45,0,243,22,739
203021046,46,0,0,46,0,46,0,4,0,4,0,0,0,0,52,0,0,51,0,54,3,0,0,10,17,3,0,16,17,0,0,18,0,45,5,11,0,15,52,5,0,52,3,0,0,5,0,74,16,36,0,51,142,25,0,165,4,9,0,10,0,236,4,16,0,21,23,24,0,41,6,5,0,14,0,79,11,60,0,77,18,83,0,97,4,15,0,19,10,207,50,131,0,174,246,138,0,383,154,33,0,187,19,767
203021047,28,0,0,28,0,28,0,8,0,8,0,0,0,0,43,0,0,43,0,45,4,6,0,12,15,0,0,15,12,0,0,12,0,35,5,14,0,21,32,3,0,33,0,0,0,0,0,51,37,76,0,111,160,64,0,222,12,8,0,23,4,360,18,58,0,72,62,55,0,120,16,28,0,38,0,231,37,142,0,185,45,150,0,192,13,44,0,60,32,471,102,313,0,409,313,269,0,577,144,81,0,227,39,1252
203021485,4,0,0,4,0,8,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,6,0,0,3,0,0,0,0,0,8,8,10,0,21,22,7,0,26,3,0,0,3,0,49,3,10,0,15,16,4,0,18,7,0,0,7,0,39,9,21,0,31,11,10,0,20,4,3,0,5,0,57,23,48,0,74,52,22,0,76,21,3,0,26,0,172
203021486,105,0,0,105,0,111,4,3,0,9,0,0,0,0,82,0,0,85,0,91,4,3,0,3,17,0,0,16,36,0,0,38,0,61,11,15,0,20,29,5,0,37,0,0,0,5,0,60,25,28,0,53,111,36,0,149,3,7,0,11,0,210,15,26,0,35,29,21,0,50,9,5,0,8,3,100,8,66,0,68,19,60,0,77,5,21,0,31,22,202,60,140,0,200,207,122,0,334,286,32,0,318,27,877
203021487,175,0,0,175,0,188,0,7,0,8,0,0,0,0,176,0,0,176,0,185,5,8,0,12,45,6,0,47,85,0,0,88,0,149,17,17,0,32,124,8,0,128,3,0,0,3,0,165,46,73,0,120,400,60,0,457,7,14,0,22,5,602,19,30,0,48,61,31,0,101,6,4,0,12,0,159,46,106,0,154,48,68,0,121,7,32,0,41,16,332,131,249,0,380,690,168,0,856,582,50,0,631,26,1897
203021488,62,0,0,60,0,58,4,0,0,3,0,0,0,0,40,0,0,40,0,41,0,10,0,11,7,3,0,11,25,0,0,25,0,38,5,5,0,9,25,0,0,28,0,0,0,0,0,33,14,23,0,40,83,13,0,94,6,0,0,6,0,148,11,22,0,33,15,15,0,31,5,0,0,8,0,72,8,37,0,49,10,38,0,48,0,18,0,16,10,128,43,100,0,143,138,71,0,210,175,18,0,196,20,569
203031048,35,0,0,35,0,36,0,3,0,8,0,0,0,0,41,0,0,41,0,46,0,7,0,7,4,0,0,4,25,0,0,30,0,36,5,9,0,13,18,0,0,16,0,0,0,0,0,31,9,29,0,37,66,22,0,89,0,5,0,3,5,132,8,11,0,21,14,11,0,29,4,0,0,6,0,55,4,34,0,45,15,36,0,51,0,8,0,8,8,106,23,91,0,121,116,76,0,196,137,12,0,144,8,470
203031049,17,0,0,17,0,17,0,0,0,0,0,0,0,0,34,0,0,34,0,34,0,4,0,4,9,3,0,7,17,0,0,17,0,32,4,3,0,3,9,3,0,16,0,0,0,0,0,18,7,25,0,35,77,8,0,88,0,3,0,3,0,124,6,6,0,15,19,7,0,27,0,0,0,4,0,42,10,36,0,46,3,22,0,30,4,16,0,18,11,107,31,73,0,106,127,47,0,173,88,16,0,106,11,393
203031051,20,0,0,20,0,17,0,0,0,3,0,0,0,0,24,0,0,24,0,25,0,0,0,3,5,0,0,5,8,0,0,8,0,16,0,7,0,11,8,0,0,8,0,0,0,0,0,22,5,10,0,17,39,8,0,48,0,5,0,4,0,70,3,15,0,17,7,9,0,14,0,0,0,0,0,31,11,22,0,34,5,11,0,20,0,3,0,4,7,62,26,55,0,86,67,23,5,95,70,10,0,81,8,260
203031052,23,0,0,23,0,21,0,0,0,0,0,0,0,0,17,0,0,17,0,17,0,4,0,4,7,0,0,7,8,0,0,8,0,15,6,4,0,5,17,3,0,19,0,0,0,0,0,27,4,13,0,15,51,3,0,58,4,0,0,4,0,77,4,4,0,5,14,6,0,18,0,0,0,0,0,29,4,25,0,34,13,32,0,46,0,7,0,6,13,94,10,54,0,66,100,44,0,150,64,5,0,80,18,304
203031053,121,0,0,121,0,119,0,4,0,4,0,0,0,0,150,0,0,150,0,155,3,12,0,16,26,0,0,31,77,0,0,77,0,129,13,18,0,33,63,4,0,69,0,3,0,4,0,106,33,62,0,97,245,51,0,293,4,11,0,16,0,409,20,39,0,65,64,22,0,89,0,7,0,10,5,167,32,107,0,144,57,102,0,157,3,40,0,40,12,356,100,249,0,356,458,186,6,649,443,63,0,505,17,1529
203031489,52,0,0,52,0,51,0,3,0,3,0,0,0,0,53,0,0,53,0,55,0,3,0,3,11,0,0,11,18,0,0,18,0,34,5,15,0,16,33,5,0,37,0,0,0,0,0,51,12,21,0,28,99,15,0,120,0,4,0,4,0,156,3,10,0,14,18,0,0,21,0,0,0,0,0,39,10,31,0,45,19,27,0,47,3,12,0,13,8,109,27,80,0,107,173,55,0,232,166,13,0,184,5,527
203031490,109,0,0,109,0,112,0,6,0,3,0,0,0,0,117,0,0,117,0,125,8,17,0,24,20,0,0,19,49,4,0,52,0,90,0,21,0,23,37,6,0,42,0,0,0,0,0,67,27,46,0,80,152,25,0,173,8,9,0,13,0,270,15,16,0,30,32,23,0,57,0,0,0,3,0,90,18,73,0,95,19,54,3,78,5,15,0,18,24,214,74,175,0,254,268,109,3,375,373,23,0,402,25,1059
204011054,21,0,0,21,0,21,0,0,0,0,0,0,0,0,32,0,0,37,0,37,0,5,0,10,3,0,0,3,10,0,0,10,0,24,5,5,0,15,0,0,0,0,0,0,0,0,0,15,8,18,0,25,32,6,0,40,0,5,0,5,0,65,14,8,0,20,8,8,0,18,4,0,0,4,0,43,10,35,0,47,12,32,0,42,0,17,0,17,26,140,39,81,0,116,51,54,0,106,85,22,0,112,34,366
204011055,15,0,0,15,0,15,0,0,0,3,0,0,0,0,20,0,0,20,0,25,0,5,0,5,3,0,0,3,8,0,0,8,0,20,0,0,0,0,3,0,0,9,0,0,0,0,0,8,6,16,0,22,14,6,0,18,0,6,0,6,4,43,3,8,0,11,3,0,0,3,0,5,0,5,0,14,10,38,0,43,4,28,0,32,5,9,0,11,13,101,21,62,0,83,26,37,0,68,71,16,0,89,22,260
204011056,61,0,0,61,0,61,3,4,0,6,0,0,0,0,57,0,0,57,0,61,0,3,0,6,11,0,0,15,29,0,0,29,0,46,0,13,0,13,21,0,0,23,3,0,0,3,0,41,4,29,0,35,75,7,0,79,0,6,0,4,3,121,8,6,0,20,13,15,0,25,0,0,0,5,5,54,13,77,0,93,27,71,4,102,10,29,0,38,19,255,37,134,6,173,140,95,4,242,211,43,0,256,28,695
204011057,48,0,0,48,0,45,7,9,0,5,0,0,0,0,37,0,0,37,0,51,0,7,0,6,12,0,0,10,18,5,0,19,0,41,4,8,0,9,17,5,0,24,4,0,0,5,0,38,9,27,0,37,55,18,0,67,0,5,0,11,0,119,0,28,0,31,20,21,0,40,0,4,0,5,0,76,7,53,0,60,10,50,4,57,3,28,0,27,21,169,27,126,0,158,114,94,4,205,150,45,0,188,28,579
204011058,16,0,0,16,0,16,0,0,0,0,0,0,0,0,15,0,0,18,0,18,0,0,0,3,5,0,0,5,9,0,0,9,0,17,0,0,0,0,3,0,0,0,0,0,0,0,0,4,6,9,0,16,18,8,0,22,0,0,0,4,0,39,6,6,0,6,6,7,0,6,0,0,0,0,0,21,3,21,0,21,5,24,0,29,0,11,0,7,20,78,15,43,0,51,29,36,0,65,54,10,0,68,22,207
204011059,38,0,0,38,0,38,0,3,0,3,0,0,0,0,39,0,0,39,0,50,0,4,0,4,3,0,0,3,22,0,0,25,0,30,3,8,0,12,12,5,0,14,3,0,0,3,0,28,9,10,0,23,35,3,0,39,0,5,0,4,8,74,4,10,0,12,11,8,0,17,0,0,0,0,0,35,0,33,0,39,8,40,0,54,4,16,0,14,12,117,20,69,0,93,71,55,0,129,140,19,0,156,20,400
204011060,3,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,7,0,10,3,10,0,14,14,11,0,24,0,0,0,0,0,37,0,3,0,4,3,19,0,20,0,0,0,5,0,29,6,15,0,21,3,35,0,46,0,3,0,7,4,74,8,33,0,39,24,70,0,91,32,3,0,34,10,172
204011061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0
204011062,12,0,0,12,0,12,0,3,0,4,0,0,0,0,12,0,0,12,0,15,0,7,0,7,3,0,0,3,11,0,0,11,0,10,0,9,0,9,0,0,0,6,0,0,0,0,0,7,0,8,0,7,8,3,0,11,0,0,0,0,0,16,0,7,0,0,4,5,0,9,0,0,0,0,0,10,0,15,0,15,3,16,0,17,0,7,0,7,11,43,4,32,0,36,13,18,0,38,38,7,0,45,10,125
204021063,45,0,0,46,0,46,0,8,0,8,0,0,0,0,47,0,0,47,0,55,0,11,0,11,3,0,0,3,24,0,0,24,3,49,3,6,0,11,0,0,0,3,0,0,0,0,3,23,13,32,4,55,23,8,0,30,0,3,0,3,0,90,6,16,0,24,3,12,0,18,0,3,0,3,4,50,15,73,0,87,16,55,0,72,4,21,0,22,29,210,45,141,0,191,57,70,0,127,164,29,0,190,43,553
204021064,3,0,0,3,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,3,0,0,3,4,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,6,0,6,0,3,0,8,0,6,0,6,3,23,5,16,0,15,13,3,0,17,21,3,0,24,3,59
204021065,19,0,0,19,0,19,0,0,0,3,0,0,0,0,11,0,0,14,0,22,0,0,0,0,0,0,0,5,8,0,0,9,0,13,0,0,0,4,5,0,0,5,0,0,0,0,0,10,3,10,0,13,3,4,0,4,0,0,0,0,0,21,0,11,0,9,3,0,0,3,0,0,0,0,0,10,4,20,0,19,3,17,0,17,0,5,0,6,3,49,9,43,0,51,14,24,0,35,58,9,0,63,8,157
204021066,147,0,0,147,0,147,3,10,0,13,0,0,0,0,140,0,0,140,6,159,9,30,0,36,0,0,0,0,74,0,0,77,0,122,16,30,0,45,12,3,0,12,3,0,0,7,0,65,27,76,0,107,78,35,0,110,6,12,0,9,9,237,14,37,0,57,19,41,0,60,3,11,0,13,5,130,30,142,5,168,38,177,0,215,6,39,0,45,44,475,93,335,0,429,148,250,0,402,458,65,0,522,60,1415
204021067,44,0,0,44,0,47,0,3,0,10,0,0,0,0,27,0,0,27,0,36,0,0,0,8,0,0,0,4,21,0,0,21,0,26,0,6,0,5,3,0,0,3,0,0,0,0,0,6,0,10,0,14,9,3,0,10,0,0,0,0,0,24,4,7,0,13,0,4,0,5,0,0,0,0,0,15,5,23,0,33,0,18,0,23,0,6,0,6,15,74,14,59,0,74,18,29,0,41,117,9,0,120,16,258
204031068,28,0,0,28,0,28,0,0,0,0,0,0,0,0,25,0,0,25,0,26,0,3,0,4,0,0,0,0,17,0,0,17,0,23,0,8,0,8,0,0,0,0,0,0,0,0,0,8,6,14,0,17,8,8,0,10,0,0,0,0,0,27,0,13,0,15,6,0,0,7,0,3,0,3,4,18,3,33,0,32,10,41,0,50,0,7,0,10,4,96,10,65,0,79,22,47,0,69,100,14,0,117,7,266
204031069,41,0,0,41,0,41,0,0,0,0,0,0,0,0,40,0,0,40,0,42,4,3,0,8,4,3,0,5,22,0,0,22,0,37,0,5,0,8,18,3,0,21,0,0,0,0,0,29,11,29,0,39,56,20,0,81,0,3,0,3,5,122,9,18,0,27,20,22,0,39,0,3,0,6,4,71,13,76,0,87,11,60,0,75,4,9,0,13,11,187,38,130,0,173,111,111,0,225,156,15,0,166,11,577
204031070,13,0,0,13,0,14,0,0,0,0,0,0,0,0,12,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,4,0,0,0,0,0,5,0,0,0,0,6,0,0,6,0,0,0,0,0,3,3,12,0,16,0,0,0,0,0,0,0,0,0,17,3,17,0,22,6,5,0,14,36,5,0,36,0,68
204031071,28,0,0,28,0,25,0,0,0,0,0,0,0,0,28,0,0,28,0,30,0,0,0,0,0,0,0,0,16,0,0,16,0,19,0,9,0,11,4,0,0,3,0,0,0,0,0,15,4,8,0,15,16,3,0,16,0,0,0,0,3,31,9,5,0,9,5,6,0,13,0,0,0,0,4,26,5,21,0,29,12,22,0,29,0,3,0,9,5,68,22,44,0,64,36,30,0,61,87,3,0,94,13,234
204031072,17,0,0,17,0,15,0,0,0,0,0,0,0,0,23,0,0,23,0,25,0,0,0,3,3,0,0,9,8,0,0,8,0,20,0,4,0,4,0,0,0,3,0,0,0,0,0,5,4,5,0,10,7,5,0,16,0,0,0,5,0,26,0,7,0,9,6,4,0,4,0,0,0,0,0,11,8,31,0,34,5,21,0,28,3,11,0,11,10,85,13,45,0,60,18,35,0,52,73,6,0,85,9,201
204031073,35,0,0,35,0,38,0,6,0,6,0,0,0,0,49,0,0,49,0,55,6,12,0,18,3,0,0,3,19,0,0,25,0,45,5,14,0,20,9,0,0,5,0,0,0,0,0,31,18,41,0,59,51,15,0,67,0,0,0,3,6,131,11,32,0,40,13,15,0,33,4,6,0,3,0,80,18,85,0,105,19,95,0,114,3,22,0,26,16,255,56,189,0,250,96,129,0,226,147,25,0,176,16,665
204031075,16,0,0,16,0,18,0,0,0,0,0,0,0,0,17,0,0,17,0,19,0,3,0,3,0,0,0,0,10,0,0,10,0,16,0,3,0,10,6,0,0,11,0,0,0,0,0,16,3,12,0,13,8,3,0,14,0,5,0,5,0,27,4,6,0,8,5,0,0,0,0,0,0,0,0,13,0,21,0,21,7,11,0,21,0,3,0,4,4,51,8,50,0,56,18,20,0,41,63,10,0,72,6,177
204031491,46,0,0,46,0,45,3,0,0,6,0,0,0,0,36,0,0,36,0,38,29,15,0,46,3,0,0,3,18,0,0,18,0,73,34,13,0,43,0,0,0,5,10,0,0,10,3,67,119,41,0,158,33,9,0,48,18,0,0,17,4,231,63,16,0,74,15,19,0,39,5,0,0,4,5,122,32,73,0,104,12,62,0,81,20,11,0,32,8,217,286,153,4,439,67,97,0,171,171,15,0,184,23,815
204031492,128,0,0,128,0,133,6,27,0,27,0,0,0,0,131,0,0,137,3,161,3,49,0,50,5,0,0,5,54,0,0,54,0,117,15,44,0,59,18,0,0,18,8,0,0,6,0,81,36,136,0,172,87,28,0,115,9,7,0,14,0,300,23,55,0,82,38,42,0,74,0,14,0,16,3,177,45,185,4,233,46,193,0,238,4,40,3,46,30,549,126,498,4,625,183,264,0,448,439,66,3,500,43,1622
205011076,80,0,0,80,0,79,0,9,0,10,0,0,0,0,61,0,0,61,0,72,7,10,0,13,8,0,0,7,19,0,0,19,0,46,6,18,0,22,13,0,0,12,0,4,0,6,0,40,16,25,0,44,63,16,0,76,5,0,0,9,4,130,8,16,0,25,20,15,0,30,6,6,0,14,0,68,10,48,0,62,27,50,0,76,4,16,0,24,21,182,48,137,0,183,129,83,0,204,214,27,0,242,27,660
205011077,4,0,0,4,0,4,0,0,0,0,0,0,0,0,12,0,0,12,0,16,0,0,0,0,0,0,0,0,10,0,0,10,0,9,0,3,0,10,5,0,0,5,0,0,0,0,0,12,5,17,0,21,19,0,0,17,5,0,0,6,3,49,0,0,0,4,9,4,0,15,0,0,0,0,0,20,0,17,0,25,3,18,0,19,0,9,0,8,8,65,15,43,0,59,40,20,0,56,49,8,0,56,17,185
205011078,22,0,0,26,0,23,0,0,0,6,0,0,0,0,30,0,0,30,0,29,0,6,0,4,10,0,0,10,11,0,0,11,0,19,4,9,0,9,7,0,0,12,3,3,0,4,0,24,6,15,0,22,24,0,0,28,0,0,0,4,0,50,3,20,0,17,3,0,0,3,0,0,0,0,0,29,10,16,0,20,10,19,0,26,0,4,0,8,13,76,20,62,0,82,51,21,0,75,79,6,0,92,13,257
205011079,140,0,0,140,0,147,0,14,0,14,0,0,0,0,142,0,0,142,0,159,12,27,0,43,25,5,0,28,79,4,0,84,0,150,4,30,0,40,56,9,0,62,0,5,0,7,0,105,36,98,0,128,171,48,0,215,0,15,0,18,3,360,18,43,0,56,35,41,0,75,0,6,0,9,5,144,25,144,0,170,41,161,0,204,10,45,0,58,40,474,96,355,0,451,328,257,0,585,466,73,5,540,56,1635
